6.953125000000000000e-01 1.071322917938232422e+00 8.378906250000000000e-01 7.624356746673583984e-01 6.924107074737548828e+00
8.398437500000000000e-01 5.934756398200988770e-01 8.945312500000000000e-01 3.707022368907928467e-01 1.981069564819335938e+00
8.535156250000000000e-01 4.993808269500732422e-01 9.062500000000000000e-01 2.826851308345794678e-01 1.978358268737792969e+00
8.789062500000000000e-01 3.805221617221832275e-01 9.179687500000000000e-01 2.370617985725402832e-01 1.992014169692993164e+00
8.808593750000000000e-01 4.136465191841125488e-01 9.277343750000000000e-01 2.171942293643951416e-01 1.960185289382934570e+00
9.003906250000000000e-01 3.050684928894042969e-01 9.375000000000000000e-01 1.827726811170578003e-01 1.897942066192626953e+00
8.964843750000000000e-01 3.333465456962585449e-01 9.335937500000000000e-01 1.776963025331497192e-01 2.009723186492919922e+00
9.296875000000000000e-01 2.391721755266189575e-01 9.375000000000000000e-01 1.650891602039337158e-01 1.908229112625122070e+00
9.082031250000000000e-01 3.302538692951202393e-01 9.375000000000000000e-01 1.556630134582519531e-01 1.924209117889404297e+00
9.121093750000000000e-01 2.801969051361083984e-01 9.531250000000000000e-01 1.420700997114181519e-01 1.820347785949707031e+00
9.531250000000000000e-01 1.701693534851074219e-01 9.492187500000000000e-01 1.350793093442916870e-01 1.837975978851318359e+00
9.199218750000000000e-01 2.690839469432830811e-01 9.609375000000000000e-01 1.259082853794097900e-01 1.823314666748046875e+00
9.511718750000000000e-01 1.839007288217544556e-01 9.687500000000000000e-01 1.129593700170516968e-01 1.838538885116577148e+00
9.277343750000000000e-01 2.220441550016403198e-01 9.628906250000000000e-01 1.077423393726348877e-01 1.807596206665039062e+00
9.199218750000000000e-01 2.437899857759475708e-01 9.648437500000000000e-01 1.022909805178642273e-01 1.901667356491088867e+00
9.472656250000000000e-01 1.995758116245269775e-01 9.667968750000000000e-01 9.503787755966186523e-02 1.886749744415283203e+00
