1.918945312500000000e-01 2.256211280822753906e+00 3.613281250000000000e-01 2.212160110473632812e+00 1.086272287368774414e+01
3.100585937500000000e-01 2.155052185058593750e+00 4.941406250000000000e-01 2.086968183517456055e+00 6.056513786315917969e-01
3.793945312500000000e-01 2.018843173980712891e+00 5.649414062500000000e-01 1.918437004089355469e+00 5.807950496673583984e-01
4.243164062500000000e-01 1.876124143600463867e+00 6.206054687500000000e-01 1.728222846984863281e+00 6.798470020294189453e-01
4.873046875000000000e-01 1.699155092239379883e+00 6.806640625000000000e-01 1.522335767745971680e+00 7.018268108367919922e-01
5.170898437500000000e-01 1.561615824699401855e+00 7.231445312500000000e-01 1.328037500381469727e+00 6.002922058105468750e-01
5.927734375000000000e-01 1.358836174011230469e+00 7.504882812500000000e-01 1.157043933868408203e+00 6.191914081573486328e-01
6.025390625000000000e-01 1.269315958023071289e+00 7.641601562500000000e-01 1.007612228393554688e+00 6.314098834991455078e-01
6.279296875000000000e-01 1.192265510559082031e+00 7.895507812500000000e-01 8.873399496078491211e-01 7.053964138031005859e-01
6.425781250000000000e-01 1.098660230636596680e+00 8.076171875000000000e-01 7.931222319602966309e-01 5.826170444488525391e-01
6.845703125000000000e-01 9.956090450286865234e-01 8.261718750000000000e-01 7.121644020080566406e-01 8.110094070434570312e-01
7.138671875000000000e-01 9.092862606048583984e-01 8.383789062500000000e-01 6.449729204177856445e-01 8.321197032928466797e-01
7.128906250000000000e-01 9.234823584556579590e-01 8.486328125000000000e-01 5.922863483428955078e-01 5.740613937377929688e-01
7.319335937500000000e-01 8.527334928512573242e-01 8.588867187500000000e-01 5.561556220054626465e-01 6.147754192352294922e-01
7.529296875000000000e-01 7.706077098846435547e-01 8.613281250000000000e-01 5.295453071594238281e-01 8.114988803863525391e-01
7.778320312500000000e-01 7.073268890380859375e-01 8.686523437500000000e-01 4.921392202377319336e-01 6.064488887786865234e-01
