8.750000000000000000e-01 4.640056490898132324e-01 9.414062500000000000e-01 3.161150813102722168e-01 6.749354839324951172e+00
8.593750000000000000e-01 3.941226303577423096e-01 9.531250000000000000e-01 2.784462273120880127e-01 2.384015560150146484e+00
9.062500000000000000e-01 3.562549352645874023e-01 9.531250000000000000e-01 2.604438364505767822e-01 3.472577095031738281e+00
9.453125000000000000e-01 2.073534727096557617e-01 9.531250000000000000e-01 2.494802474975585938e-01 2.363046407699584961e+00
9.257812500000000000e-01 1.853902339935302734e-01 9.609375000000000000e-01 2.344532012939453125e-01 2.359108686447143555e+00
9.335937500000000000e-01 2.233849465847015381e-01 9.570312500000000000e-01 2.323701828718185425e-01 2.367300510406494141e+00
9.414062500000000000e-01 1.518447548151016235e-01 9.648437500000000000e-01 2.231800705194473267e-01 3.471859216690063477e+00
9.765625000000000000e-01 8.609969913959503174e-02 9.648437500000000000e-01 2.216527163982391357e-01 2.365377426147460938e+00
9.648437500000000000e-01 1.442713141441345215e-01 9.648437500000000000e-01 2.101722955703735352e-01 2.360740661621093750e+00
9.804687500000000000e-01 8.461902290582656860e-02 9.648437500000000000e-01 1.972381025552749634e-01 2.365763902664184570e+00
9.648437500000000000e-01 1.160026788711547852e-01 9.648437500000000000e-01 1.926168054342269897e-01 3.470616340637207031e+00
9.570312500000000000e-01 1.674731075763702393e-01 9.648437500000000000e-01 1.856542229652404785e-01 3.473067760467529297e+00
9.726562500000000000e-01 8.365035057067871094e-02 9.687500000000000000e-01 1.823413968086242676e-01 3.469868898391723633e+00
9.648437500000000000e-01 1.085990369319915771e-01 9.648437500000000000e-01 1.768521070480346680e-01 3.471480131149291992e+00
9.531250000000000000e-01 1.404738426208496094e-01 9.648437500000000000e-01 1.700789779424667358e-01 2.366422176361083984e+00
9.531250000000000000e-01 1.113697439432144165e-01 9.648437500000000000e-01 1.672640740871429443e-01 2.359860658645629883e+00
